spacestation_objects.png																														
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
12	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	12
12	11										91															48	50	49	13	12
12	11										113																		13	12
12	11			93	94						89															10	11	12	13	12
12	11			115	116						111															32	33	34	13	12
12	11																									54	55	56	13	12
12	11																									76	77	78	13	12
12	11		91	0	50	0					0	50	0				0	50	0										13	12
12	11	91	113	22		22					22		22				22		22	91									13	12
12	11	89	89	22		22					22		22	93	94	91	22		22	113						0	49	0	13	12
12	11	111	111	44		44					22		22	115	116	89	22		22	89						22		22	13	12
12	11										22		22			111	44		44	111						22		22	13	12
12	11										22		22													22		22	13	12
12	11	0	50	0		0	50	0			22		22													22	91	22	13	12
12	11	22		22		22		22			22		22		0	50	0			0						22	89	22	13	12
12	11	22		22		22		22			22		22		22		22			22						44	111	22	13	12
12	11	22		22		22		22			22		22		22		22			22								22	13	12
12	11	22		22		22		22			22		22		22		22			22								22	13	12
12	11	22		22		22		22			22		22		22		22			22					22		22	22	13	12
12	11	44	83	44		44		22			44		44		22		22			22					44		44	44	13	12
12	22	23	23	23	23	23	23	22		23	23	23	23		44		22			22		23	23	23	23	23	23	23	24	12
12	12	12	12	12	12	12	12	22		12	12	12	12	12	12		22			22		12	12	12	12	12	12	12	12	12
