spacestation_tileset.png																														
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
12	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	12
12	11																												13	12
12	11																												13	12
12	11																												13	12
12	11																												13	12
12	11			3	23	4					3	23	4				3	23	4										13	12
12	11			14	1	15					14	1	15				14	1	15										13	12
12	11																									3	23	4	13	12
12	11																									14	1	15	13	12
12	11																												13	12
12	11																												13	12
12	11	3	23	23	23	23	23	4						3	4														13	12
12	11	14	1	1	1	1	1	15						13	5	23	23	23	23	4									13	12
12	11													14	1	1	1	1	1	15									13	12
12	11																												13	12
12	11																												13	12
12	11																								3	23	4		13	12
12	11																								14	1	15		13	12
12	11																												13	12
12	11																												13	12
12	22	23	23	23	23	23	4			3	23	23	23	23	4							3	23	23	23	23	23	23	24	12
12	12	12	12	12	12	12	11			13	12	12	12	12	11							13	12	12	12	12	12	12	12	12
