spacestation_tileset.png																														
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
12	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	12
12	11	44	45	46	47	48	49	85	86	87	44	45	46	47	48	49	85	86	87	44	45	46	47	48	49	85	86	87	13	12
12	11	55	56	57	58	59	60	85	86	87	55	56	57	58	59	60	85	86	87	55	56	57	58	59	60	85	86	87	13	12
12	11	66	67	68	69	70	71	85	86	87	66	67	68	69	70	71	85	86	87	66	67	68	69	70	71	85	86	87	13	12
12	11	77	78	79	80	81	82	85	86	87	77	78	79	80	81	82	85	86	87	77	78	79	80	81	82	85	86	87	13	12
12	11	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	33	34	13	12
12	11	44	45	46	47	48	49	85	86	87	44	45	46	47	48	49	85	86	87	44	45	46	47	48	49	85	86	87	13	12
12	11	55	56	57	58	59	60	85	86	87	55	56	57	58	59	60	85	86	87	55	56	57	58	59	60	85	86	87	13	12
12	11	66	67	68	69	70	71	85	86	87	66	67	68	69	70	71	85	86	87	66	67	68	69	70	71	85	86	87	13	12
12	11	77	78	79	80	81	82	85	86	87	77	78	79	80	81	82	85	86	87	77	78	79	80	81	82	85	86	87	13	12
12	11	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	33	34	13	12
12	11	44	45	46	47	48	49	85	86	87	44	45	46	47	48	49	85	86	87	44	45	46	47	48	49	85	86	87	13	12
12	11	55	56	57	58	59	60	85	86	87	55	56	57	58	59	60	85	86	87	55	56	57	58	59	60	85	86	87	13	12
12	11	66	67	68	69	70	71	85	86	87	66	67	68	69	70	71	85	86	87	66	67	68	69	70	71	85	86	87	13	12
12	11	77	78	79	80	81	82	85	86	87	77	78	79	80	81	82	85	86	87	77	78	79	80	81	82	85	86	87	13	12
12	11	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	34	33	33	34	13	12
12	11	44	45	46	47	48	49	85	86	87	44	45	46	47	48	49	85	86	87	44	45	46	47	48	49	85	86	87	13	12
12	11	55	56	57	58	59	60	85	86	87	55	56	57	58	59	60	85	86	87	55	56	57	58	59	60	85	86	87	13	12
12	11	66	67	68	69	70	71	85	86	87	66	67	68	69	70	71	85	86	87	66	67	68	69	70	71	85	86	87	13	12
12	11	77	78	79	80	81	82	85	86	87	77	78	79	80	81	82	85	86	87	77	78	79	80	81	82	85	86	87	13	12
12	22	39	40	39	40	39	40	85	86	87	39	40	39	40	39	40	85	86	87	39	40	39	40	39	40	85	86	87	24	12
12	12	50	51	50	51	50	51	85	86	87	50	51	50	51	50	51	85	86	87	50	51	50	51	50	51	85	86	87	12	12
