spacestation_objects.png																														
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
12	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	12
12	11	51		49		51		49		51		49			0	0			0		0	51			0		0	49	13	12
12	11														44	44			22		22				22		22		13	12
12	11	10	11	12															22		22				22		22		13	12
12	11	32	33	34															22		22				22		22		13	12
12	11	54	55	56															44		22				22		22		13	12
12	11	76	77	78																	44				22		22		13	12
12	11								89																22		44		13	12
12	11								111					91											44				13	12
12	11								111	93	94			113					0	51	0								13	12
12	11		66						113	115	116								44		22								13	12
12	11																				44				0	49	0		13	12
12	11																								22		44		13	12
12	11		51		49		54		49	0		0													44				13	12
12	11									44		44		51		49			0	49	0								13	12
12	11																		44		22								13	12
12	11																				44				0	51	0		13	12
12	11																								22		22		13	12
12	11		93	94						0		0											93	94	22	91	22		13	12
12	11	83	115	116						44		44							22		22		115	116	44	113	44		13	12
12	22	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	24	12
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
