spacestation_tileset.png																														
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
12	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	12
12	11	54																											13	12
12	11																												13	12
12	11																												13	12
12	11																												13	12
12	11																		3	23	4								13	12
12	11																		14	1	15								13	12
12	11																												13	12
12	11													3	23	4													13	12
12	11													14	1	15													13	12
12	11																									3	23	4	13	12
12	11								3	23	4															14	1	15	13	12
12	11								14	1	15																		13	12
12	11									83	84																		13	12
12	11																												13	12
12	11			3	23	4											3	23	4			3	23	4					13	12
12	11			14	1	15											13	5	11			14	1	15					13	12
12	11				61	62											13	5	11										13	12
12	11				72	73											13	5	11										13	12
12	11																13	5	11										13	12
12	22	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	24	12
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
