spacestation_objects.png																														
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
12	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	12
12	11																												13	12
12	11																												13	12
12	11																				91								13	12
12	11																				113								13	12
12	11																		3	23	4								13	12
12	11															91			14	1	15					10	11	12	13	12
12	11														66	113			0	50	0					32	33	34	13	12
12	11													3	23	4			22		22					54	55	56	13	12
12	11													14	1	15			22		22					76	77	78	13	12
12	11										66			0	50	0			22		22					3	23	4	13	12
12	11								3	23	4			22		22			22		22					14	1	15	13	12
12	11								14	1	15			22		22			22		22					0	48	0	13	12
12	11			91					0	50	0			22		22	93	94	22		22					22		22	13	12
12	11			113	66				22		22			22		22	115	116	44		22			66		22		22	13	12
12	11			3	23	4			22		22			22		22	3	23	4		22	3	23	4		22		22	13	12
12	11			14	1	15			22		22			22		22	13	5	11		22	14	1	15		22		22	13	12
12	11			0	48	0			22		22			22		22	13	5	11		22	0	49	0		22		22	13	12
12	11			22	89	22			22		22	93	94	22	89	22	13	5	11		22	22		22		22	89	22	13	12
12	11	83		44	111	44			44		44	115	116	44	111	44	13	5	11		44	44		44		44	111	44	13	12
12	22	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	24	12
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
