spacestation_tileset.png																														
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
12	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	12
12	11																												13	12
12	11																												13	12
12	11														3	4													13	12
12	11														13	11													13	12
12	11														13	11													13	12
12	11														13	11			3										13	12
12	11	3	23	4											13	11			13	23	4								13	12
12	11	14	1	15											13	11			14	1	15						4		13	12
12	11														13	11									3	23	11		13	12
12	11	4												3	13	11									14	1	15		13	12
12	5	5	23	23	23	23	23	23	23	23	23	23	23	5	5	11			3										13	12
12	5	5	1	1	1	1	1	1	1	1	1	1	1	5	5	11			13	23	4								13	12
12	11	15												14	1	15			14	1	15						4		13	12
12	11																								3	23	11		13	12
12	11					3	23	4		3		4		3	23	4									14	1	15		13	12
12	11					13	5	11		13	23	11		13	5	11			3										13	12
12	11					13	5	11		14	1	15		13	5	11			13	23	4								13	12
12	11					13	5	11						13	5	11			14	1	15								13	12
12	11				3	13	5	11						13	5	11	4												13	12
12	22	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	24	12
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
